Source,Target,Type,Id,Label
"BO","CM","Undirected","54","5.1.7"
"BO","GA","Undirected","55","5.1.7"
"GA","GV","Undirected","56","5.1.7"
"BO","GV","Undirected","57","5.1.7"
"GA","MA","Undirected","58","5.1.8"
"GA","MA","Undirected","59","5.1.8"
"JV","MA","Undirected","60","5.1.8"
"GA","JV","Undirected","61","5.1.8"
"CR","GA","Undirected","62","5.1.8"
"EN","GV","Undirected","63","5.1.8"
"CM","GV","Undirected","64","5.1.8"
"CM","EN","Undirected","65","5.1.8"
"CM","EN","Undirected","66","5.1.9"
"EN","JV","Undirected","67","5.1.9"
"EN","GV","Undirected","68","5.1.9"
"CM","JV","Undirected","69","5.1.9"
"CM","GV","Undirected","70","5.1.9"
"GV","JV","Undirected","71","5.1.9"
"EN","JV","Undirected","72","5.1.9"
"BO","EN","Undirected","73","5.1.9"
"BO","JV","Undirected","74","5.1.9"
"GA","GV","Undirected","75","5.1.11"
"CR","GV","Undirected","76","5.1.11"
"CR","GA","Undirected","77","5.1.11"
"EN","JV","Undirected","78","5.1.11"
"BO","EN","Undirected","79","5.1.11"
"BO","JV","Undirected","80","5.1.11"
"BO","CM","Undirected","81","5.1.12"
"CR","EN","Undirected","82","5.1.13"
"CR","EN","Undirected","83","5.1.14"
"BO","CR","Undirected","84","5.1.14"
"CR","GV","Undirected","85","5.1.14"
"BO","EN","Undirected","86","5.1.14"
"EN","GV","Undirected","87","5.1.14"
"BO","GV","Undirected","88","5.1.14"
"BO","EN","Undirected","89","5.1.14"
"CR","GA","Undirected","90","5.1.15"
"GA","GV","Undirected","91","5.1.15"
"XA","XB","Undirected","92","5.1.16"
"BX","XA","Undirected","93","5.1.16"
"BY","XA","Undirected","94","5.1.16"
"BX","XB","Undirected","95","5.1.16"
"BY","XB","Undirected","96","5.1.16"
"BX","BY","Undirected","97","5.1.16"
"XA","XB","Undirected","98","5.1.16"
"CM","MA","Undirected","99","5.1.17"
"GA","MA","Undirected","100","5.1.17"
"CR","MA","Undirected","101","5.1.17"
"CM","GA","Undirected","102","5.1.17"
"CM","CR","Undirected","103","5.1.17"
"CR","GA","Undirected","104","5.1.17"
"CM","JV","Undirected","105","5.1.17"
"CM","EN","Undirected","106","5.1.17"
"CM","CR","Undirected","107","5.1.17"
"CR","EN","Undirected","108","5.1.17"
"BO","CM","Undirected","109","5.1.17"
"CM","FE","Undirected","110","5.1.17"
"CM","JO","Undirected","111","5.1.17"
"BO","FE","Undirected","112","5.1.17"
"BO","JO","Undirected","113","5.1.17"
"FE","JO","Undirected","114","5.1.17"
"CM","EN","Undirected","115","5.1.18"
"BO","CM","Undirected","116","5.1.18"
"CM","MA","Undirected","117","5.1.18"
"CM","FE","Undirected","118","5.1.18"
"BO","EN","Undirected","119","5.1.18"
"EN","MA","Undirected","120","5.1.18"
"EN","FE","Undirected","121","5.1.18"
"BO","MA","Undirected","122","5.1.18"
"BO","FE","Undirected","123","5.1.18"
"FE","MA","Undirected","124","5.1.18"
"EN","JA","Undirected","125","5.1.18"
"EN","JV","Undirected","126","5.1.18"
"JA","JV","Undirected","127","5.1.18"
"EN","JA","Undirected","128","5.1.18"
"JA","JV","Undirected","129","5.1.18"
"EN","MA","Undirected","130","5.1.18"
"JA","MA","Undirected","131","5.1.18"
"EN","JA","Undirected","132","5.1.18"
"JA","JV","Undirected","133","5.1.19"
"EP","JA","Undirected","134","5.1.19"
"JA","JV","Undirected","135","5.1.19"
"EN","MA","Undirected","136","5.1.19"
"JV","MA","Undirected","137","5.1.19"
"EN","MA","Undirected","138","5.1.21"
"CR","EN","Undirected","139","5.1.21"
"BO","EN","Undirected","140","5.1.21"
"EN","FE","Undirected","141","5.1.21"
"CM","EN","Undirected","142","5.1.21"
"EN","JO","Undirected","143","5.1.21"
"CR","MA","Undirected","144","5.1.21"
"BO","MA","Undirected","145","5.1.21"
"FE","MA","Undirected","146","5.1.21"
"CM","MA","Undirected","147","5.1.21"
"JO","MA","Undirected","148","5.1.21"
"BO","CR","Undirected","149","5.1.21"
"CR","FE","Undirected","150","5.1.21"
"CM","CR","Undirected","151","5.1.21"
"CR","JO","Undirected","152","5.1.21"
"BO","FE","Undirected","153","5.1.21"
"BO","CM","Undirected","154","5.1.21"
"BO","JO","Undirected","155","5.1.21"
"CM","FE","Undirected","156","5.1.21"
"FE","JO","Undirected","157","5.1.21"
"CM","JO","Undirected","158","5.1.21"
"EN","MA","Undirected","159","5.1.21"
"EN","MA","Undirected","160","5.1.22"
"EN","GV","Undirected","161","5.1.22"
"GV","MA","Undirected","162","5.1.22"
"EN","GT","Undirected","163","5.1.23"
"EN","GV","Undirected","164","5.1.23"
"GT","GV","Undirected","165","5.1.23"
"JV","MA","Undirected","166","5.1.24"
"JV","MA","Undirected","167","5.3.1"
"JV","MA","Undirected","168","5.3.1"
"JV","SW","Undirected","169","5.3.1"
"MA","SW","Undirected","170","5.3.1"
"JV","MA","Undirected","171","5.3.2"
"JV","SW","Undirected","172","5.3.2"
"JA","TH","Undirected","173","5.3.3"
"CJ","JA","Undirected","174","5.3.3"
"JA","TH","Undirected","175","5.3.3"
"JV","MA","Undirected","176","5.3.4"
"JV","MA","Undirected","177","5.3.5"
"JV","MA","Undirected","178","5.3.6"
"JV","MA","Undirected","179","5.3.7"
"JV","TH","Undirected","180","5.3.8"
"JV","MA","Undirected","181","5.3.8"
"MA","TH","Undirected","182","5.3.8"
"JV","MA","Undirected","183","5.3.9"
"JA","JV","Undirected","184","5.3.9"
"JA","MA","Undirected","185","5.3.9"
"CJ","JA","Undirected","186","5.3.9"
"CX","JA","Undirected","187","5.3.10"
"CJ","JV","Undirected","188","5.3.10"
"JV","MA","Undirected","189","5.3.10"
"CJ","MA","Undirected","190","5.3.10"
"JV","MA","Undirected","191","5.3.10"
"CX","JA","Undirected","192","5.3.10"
"BQ","CX","Undirected","193","5.3.10"
"BQ","NI","Undirected","194","5.3.10"
"MG","NI","Undirected","195","5.3.10"
"JA","JV","Undirected","196","5.3.10"
"CJ","JA","Undirected","197","5.3.10"
"JA","JV","Undirected","198","5.3.11"
"CJ","JA","Undirected","199","5.3.11"
"JA","JV","Undirected","200","5.3.11"
"BQ","CX","Undirected","201","5.3.12"
"BQ","MA","Undirected","202","5.3.12"
"BQ","MG","Undirected","203","5.3.12"
"BQ","DG","Undirected","204","5.3.12"
"CX","MA","Undirected","205","5.3.12"
"CX","MG","Undirected","206","5.3.12"
"CX","DG","Undirected","207","5.3.12"
"MA","MG","Undirected","208","5.3.12"
"DG","MA","Undirected","209","5.3.12"
"DG","MG","Undirected","210","5.3.12"
"BQ","NI","Undirected","211","5.3.12"
"DG","GI","Undirected","212","5.3.12"
"DG","MA","Undirected","213","5.3.12"
"GI","MA","Undirected","214","5.3.12"
"DG","GI","Undirected","215","5.3.12"
"GI","MA","Undirected","216","5.3.12"
"BZ","JV","Undirected","217","5.5.1"
"CX","JV","Undirected","218","5.5.2"
"GI","MA","Undirected","219","5.5.2"
"GI","MA","Undirected","220","5.5.3"
"CO","MA","Undirected","221","5.5.4"
"CO","JV","Undirected","222","5.5.4"
"CO","CX","Undirected","223","5.5.4"
"JV","MA","Undirected","224","5.5.4"
"CX","MA","Undirected","225","5.5.4"
"CX","JV","Undirected","226","5.5.4"
"MG","NI","Undirected","227","5.5.4"
"GI","NI","Undirected","228","5.5.4"
"GI","MG","Undirected","229","5.5.4"
"GI","JV","Undirected","230","5.5.4"
"CO","MA","Undirected","231","5.5.4"
"GI","MA","Undirected","232","5.5.4"
"GI","JV","Undirected","233","5.5.4"
"JV","MG","Undirected","234","5.5.4"
"GI","MG","Undirected","235","5.5.4"
"GI","MA","Undirected","236","5.5.6"
"CO","GI","Undirected","237","5.5.6"
"GI","JV","Undirected","238","5.5.6"
"CO","MA","Undirected","239","5.5.6"
"JV","MA","Undirected","240","5.5.6"
"CO","JV","Undirected","241","5.5.6"
"GI","MA","Undirected","242","5.5.6"
"CO","MA","Undirected","243","5.5.7"
"JV","MA","Undirected","244","5.5.7"
"CO","JV","Undirected","245","5.5.7"
"JV","MA","Undirected","246","5.5.7"
"CO","MA","Undirected","247","5.5.8"
"JV","MA","Undirected","248","5.5.8"
"CO","JV","Undirected","249","5.5.8"
"CO","MA","Undirected","250","5.6.1"
"GI","MA","Undirected","251","5.6.1"
"JV","MA","Undirected","252","5.6.1"
"GI","JV","Undirected","253","5.6.1"
"GI","MA","Undirected","254","5.6.1"
"AZ","TH","Undirected","255","5.6.1"
"JV","TH","Undirected","256","5.6.1"
"AZ","JV","Undirected","257","5.6.1"
"CO","MA","Undirected","258","5.6.2"
"CO","GI","Undirected","259","5.6.2"
"CO","JV","Undirected","260","5.6.2"
"CO","MG","Undirected","261","5.6.2"
"GI","MA","Undirected","262","5.6.2"
"JV","MA","Undirected","263","5.6.2"
"MA","MG","Undirected","264","5.6.2"
"GI","JV","Undirected","265","5.6.2"
"GI","MG","Undirected","266","5.6.2"
"JV","MG","Undirected","267","5.6.2"
"CO","MA","Undirected","268","5.6.2"
"CO","JV","Undirected","269","5.6.2"
"BQ","GI","Undirected","270","5.6.2"
"GI","MA","Undirected","271","5.6.2"
"CO","GI","Undirected","272","5.6.2"
"CO","MA","Undirected","273","5.6.2"
"BQ","JV","Undirected","274","5.7.1"
"JV","MA","Undirected","275","5.7.1"
"JV","MA","Undirected","276","5.7.1"
"CO","MA","Undirected","277","5.7.1"
"CO","JV","Undirected","278","5.7.1"
"JV","MA","Undirected","279","5.7.1"
"BQ","JV","Undirected","280","5.8.1"
"CO","JV","Undirected","281","5.8.1"
"CO","JV","Undirected","282","5.8.2"
"CO","MA","Undirected","283","5.8.3"
"BQ","JV","Undirected","284","5.8.3"
"CO","JV","Undirected","285","5.8.3"
"JV","NI","Undirected","286","5.8.3"
"CO","MA","Undirected","287","5.9.1"
"CY","JV","Undirected","288","5.9.2"
"CY","CZ","Undirected","289","5.9.2"
"CY","DJ","Undirected","290","5.9.2"
"DJ","JV","Undirected","291","5.9.2"
"MA","TH","Undirected","292","5.9.4"
"CO","MA","Undirected","293","5.9.4"
"CO","JV","Undirected","294","5.9.5"
"JV","MA","Undirected","295","5.9.5"
"CO","MA","Undirected","296","5.9.5"
"DJ","MA","Undirected","297","5.9.5"
"CY","DJ","Undirected","298","5.9.5"
