Source,Target,Type,Id,Label
"BJ","GU","Undirected","117","4.6.3"
"BJ","GU","Undirected","118","4.6.3"
"BB","BJ","Undirected","119","4.6.3"
"BJ","MO","Undirected","120","4.6.3"
"BB","GU","Undirected","121","4.6.3"
"GU","MO","Undirected","122","4.6.3"
"BB","MO","Undirected","123","4.6.3"
"BJ","TH","Undirected","124","4.6.3"
"BB","BJ","Undirected","125","4.6.3"
"BJ","MO","Undirected","126","4.6.3"
"BJ","GU","Undirected","127","4.6.3"
"BJ","TH","Undirected","128","4.6.3"
"BB","MO","Undirected","129","4.6.3"
"BB","GU","Undirected","130","4.6.3"
"BB","TH","Undirected","131","4.6.3"
"GU","MO","Undirected","132","4.6.3"
"MO","TH","Undirected","133","4.6.3"
"GU","TH","Undirected","134","4.6.3"
"BB","TH","Undirected","135","4.6.3"
"BJ","TH","Undirected","136","4.6.3"
"GU","TH","Undirected","137","4.6.3"
"MO","TH","Undirected","138","4.6.3"
"GA","TH","Undirected","139","4.6.3"
"BB","BJ","Undirected","140","4.6.3"
"BB","GU","Undirected","141","4.6.3"
"BB","MO","Undirected","142","4.6.3"
"BB","GA","Undirected","143","4.6.3"
"BJ","GU","Undirected","144","4.6.3"
"BJ","MO","Undirected","145","4.6.3"
"BJ","GA","Undirected","146","4.6.3"
"GU","MO","Undirected","147","4.6.3"
"GA","GU","Undirected","148","4.6.3"
"GA","MO","Undirected","149","4.6.3"
"BB","TH","Undirected","150","4.6.3"
"CO","MA","Undirected","151","4.8.1"
"CO","MA","Undirected","152","4.8.2"
"CO","JV","Undirected","153","4.8.3"
"JV","TS","Undirected","154","4.8.3"
"CO","TS","Undirected","155","4.8.3"
"BA","CR","Undirected","156","4.8.3"
"CR","MA","Undirected","157","4.8.3"
"CO","MA","Undirected","158","4.8.3"
"EP","MA","Undirected","159","4.8.3"
"EP","MA","Undirected","160","4.8.4"
"BB","EP","Undirected","161","4.8.4"
"BJ","EP","Undirected","162","4.8.4"
"EP","GU","Undirected","163","4.8.4"
"EP","TH","Undirected","164","4.8.4"
"EP","QU","Undirected","165","4.8.4"
"EP","MO","Undirected","166","4.8.4"
"BB","BJ","Undirected","167","4.8.4"
"BB","GU","Undirected","168","4.8.4"
"BB","TH","Undirected","169","4.8.4"
"BB","QU","Undirected","170","4.8.4"
"BB","MO","Undirected","171","4.8.4"
"BJ","GU","Undirected","172","4.8.4"
"BJ","TH","Undirected","173","4.8.4"
"BJ","QU","Undirected","174","4.8.4"
"BJ","MO","Undirected","175","4.8.4"
"GU","TH","Undirected","176","4.8.4"
"GU","QU","Undirected","177","4.8.4"
"GU","MO","Undirected","178","4.8.4"
"QU","TH","Undirected","179","4.8.4"
"MO","TH","Undirected","180","4.8.4"
"MO","QU","Undirected","181","4.8.4"
"CO","MA","Undirected","182","4.8.6"
"GI","MG","Undirected","183","4.8.7"
"BQ","GI","Undirected","184","4.8.7"
"GI","MA","Undirected","185","4.8.7"
"GI","MG","Undirected","186","4.8.7"
"EP","JV","Undirected","187","4.9.1"
"CR","MA","Undirected","188","4.9.2"
"EP","MA","Undirected","189","4.9.2"
"MM","PL","Undirected","190","4.9.3"
"MM","MU","Undirected","191","4.9.3"
"MU","MW","Undirected","192","4.9.3"
"GN","MM","Undirected","193","4.9.3"
"GA","GS","Undirected","194","4.11.1"
"RP","TC","Undirected","195","4.11.2"
"GA","RP","Undirected","196","4.11.2"
"GA","TC","Undirected","197","4.11.2"
"RP","TC","Undirected","198","4.11.2"
"GA","RP","Undirected","199","4.11.2"
"BG","OS","Undirected","200","4.11.3"
"BG","GA","Undirected","201","4.11.3"
"CR","EN","Undirected","202","4.11.4"
"CO","EN","Undirected","203","4.11.4"
"EN","FE","Undirected","204","4.11.4"
"EN","JP","Undirected","205","4.11.4"
"BA","EN","Undirected","206","4.11.4"
"CO","CR","Undirected","207","4.11.4"
"CR","FE","Undirected","208","4.11.4"
"CR","JP","Undirected","209","4.11.4"
"BA","CR","Undirected","210","4.11.4"
"CO","FE","Undirected","211","4.11.4"
"CO","JP","Undirected","212","4.11.4"
"BA","CO","Undirected","213","4.11.4"
"FE","JP","Undirected","214","4.11.4"
"BA","FE","Undirected","215","4.11.4"
"BA","JP","Undirected","216","4.11.4"
"CR","GA","Undirected","217","4.11.4"
"BA","FE","Undirected","218","4.11.4"
"BA","EN","Undirected","219","4.11.4"
"BA","GA","Undirected","220","4.11.4"
"CR","GA","Undirected","221","4.11.4"
"CM","EN","Undirected","222","4.11.5"
"CR","EN","Undirected","223","4.11.5"
"EN","MM","Undirected","224","4.11.5"
"CM","CR","Undirected","225","4.11.5"
"CM","MM","Undirected","226","4.11.5"
"CR","MM","Undirected","227","4.11.5"
"CR","MM","Undirected","228","4.11.5"
"CR","EN","Undirected","229","4.11.6"
"CM","CR","Undirected","230","4.11.6"
"CR","JA","Undirected","231","4.11.6"
"CM","EN","Undirected","232","4.11.6"
"EN","JA","Undirected","233","4.11.6"
"CM","JA","Undirected","234","4.11.6"
"CR","CW","Undirected","235","4.11.6"
"CR","EP","Undirected","236","4.11.6"
"HL","ML","Undirected","237","4.12.1"
"GB","HL","Undirected","238","4.12.1"
"GB","ML","Undirected","239","4.12.1"
"BO","JO","Undirected","240","4.12.2"
"BO","ML","Undirected","241","4.12.2"
"BO","GB","Undirected","242","4.12.2"
"JO","ML","Undirected","243","4.12.2"
"GB","JO","Undirected","244","4.12.2"
"GB","ML","Undirected","245","4.12.2"
"BO","GT","Undirected","246","4.12.2"
"GT","JO","Undirected","247","4.12.2"
"BO","JO","Undirected","248","4.12.2"
"BO","NA","Undirected","249","4.12.2"
"GT","HL","Undirected","250","4.12.2"
"JO","ML","Undirected","251","4.12.2"
"GB","JO","Undirected","252","4.12.2"
"GB","ML","Undirected","253","4.12.2"
"BO","CR","Undirected","254","4.12.2"
"BO","JO","Undirected","255","4.12.3"
"BO","CR","Undirected","256","4.12.3"
"CR","JO","Undirected","257","4.12.3"
"BA","GA","Undirected","258","4.12.3"
"EN","FE","Undirected","259","4.12.3"
"EN","ML","Undirected","260","4.12.3"
"EN","GB","Undirected","261","4.12.3"
"FE","ML","Undirected","262","4.12.3"
"FE","GB","Undirected","263","4.12.3"
"GB","ML","Undirected","264","4.12.3"
"GT","JO","Undirected","265","4.12.3"
"CR","GT","Undirected","266","4.12.3"
"GT","ML","Undirected","267","4.12.3"
"EN","GT","Undirected","268","4.12.3"
"BA","CR","Undirected","269","4.12.4"
"BA","HL","Undirected","270","4.12.4"
"CR","HL","Undirected","271","4.12.4"
"CM","EN","Undirected","272","4.12.4"
"CR","EN","Undirected","273","4.12.4"
"CM","CR","Undirected","274","4.12.4"
"HL","ML","Undirected","275","4.12.4"
"GB","HL","Undirected","276","4.12.4"
"GB","ML","Undirected","277","4.12.4"
"CM","GA","Undirected","278","4.12.4"
"EN","GA","Undirected","279","4.12.4"
"CM","EN","Undirected","280","4.12.4"
"DN","GA","Undirected","281","4.12.4"
"CR","EN","Undirected","282","4.12.5"
"CM","EN","Undirected","283","4.12.6"
"CR","EN","Undirected","284","4.12.6"
"EN","JP","Undirected","285","4.12.6"
"EN","FE","Undirected","286","4.12.6"
"BO","EN","Undirected","287","4.12.6"
"EN","JO","Undirected","288","4.12.6"
"BA","EN","Undirected","289","4.12.6"
"CM","CR","Undirected","290","4.12.6"
"CM","JP","Undirected","291","4.12.6"
"CM","FE","Undirected","292","4.12.6"
"BO","CM","Undirected","293","4.12.6"
"CM","JO","Undirected","294","4.12.6"
"BA","CM","Undirected","295","4.12.6"
"CR","JP","Undirected","296","4.12.6"
"CR","FE","Undirected","297","4.12.6"
"BO","CR","Undirected","298","4.12.6"
"CR","JO","Undirected","299","4.12.6"
"BA","CR","Undirected","300","4.12.6"
"FE","JP","Undirected","301","4.12.6"
"BO","JP","Undirected","302","4.12.6"
"JO","JP","Undirected","303","4.12.6"
"BA","JP","Undirected","304","4.12.6"
"BO","FE","Undirected","305","4.12.6"
"FE","JO","Undirected","306","4.12.6"
"BA","FE","Undirected","307","4.12.6"
"BO","JO","Undirected","308","4.12.6"
"BA","BO","Undirected","309","4.12.6"
"BA","JO","Undirected","310","4.12.6"
"EN","GA","Undirected","311","4.12.7"
"GA","JA","Undirected","312","4.12.7"
"EN","GA","Undirected","313","4.12.7"
"EN","JA","Undirected","314","4.12.7"
"GA","JA","Undirected","315","4.12.7"
"EN","JA","Undirected","316","4.12.7"
"PC","QU","Undirected","317","4.12.8"
"EN","QU","Undirected","318","4.12.8"
"CM","EN","Undirected","319","4.12.8"
"EN","JP","Undirected","320","4.12.8"
"CM","JP","Undirected","321","4.12.8"
"CR","EP","Undirected","322","4.12.8"
"CM","EN","Undirected","323","4.14.1"
"EN","GA","Undirected","324","4.14.1"
"CM","GA","Undirected","325","4.14.1"
"CM","EN","Undirected","326","4.14.1"
"CR","EN","Undirected","327","4.14.1"
"BO","EN","Undirected","328","4.14.1"
"EN","JO","Undirected","329","4.14.1"
"BA","EN","Undirected","330","4.14.1"
"EN","GA","Undirected","331","4.14.1"
"EN","FE","Undirected","332","4.14.1"
"EN","MM","Undirected","333","4.14.1"
"EN","GV","Undirected","334","4.14.1"
"CM","CR","Undirected","335","4.14.1"
"BO","CM","Undirected","336","4.14.1"
"CM","JO","Undirected","337","4.14.1"
"BA","CM","Undirected","338","4.14.1"
"CM","GA","Undirected","339","4.14.1"
"CM","FE","Undirected","340","4.14.1"
"CM","MM","Undirected","341","4.14.1"
"CM","GV","Undirected","342","4.14.1"
"BO","CR","Undirected","343","4.14.1"
"CR","JO","Undirected","344","4.14.1"
"BA","CR","Undirected","345","4.14.1"
"CR","GA","Undirected","346","4.14.1"
"CR","FE","Undirected","347","4.14.1"
"CR","MM","Undirected","348","4.14.1"
"CR","GV","Undirected","349","4.14.1"
"BO","JO","Undirected","350","4.14.1"
"BA","BO","Undirected","351","4.14.1"
"BO","GA","Undirected","352","4.14.1"
"BO","FE","Undirected","353","4.14.1"
"BO","MM","Undirected","354","4.14.1"
"BO","GV","Undirected","355","4.14.1"
"BA","JO","Undirected","356","4.14.1"
"GA","JO","Undirected","357","4.14.1"
"FE","JO","Undirected","358","4.14.1"
"JO","MM","Undirected","359","4.14.1"
"GV","JO","Undirected","360","4.14.1"
"BA","GA","Undirected","361","4.14.1"
"BA","FE","Undirected","362","4.14.1"
"BA","MM","Undirected","363","4.14.1"
"BA","GV","Undirected","364","4.14.1"
"FE","GA","Undirected","365","4.14.1"
"GA","MM","Undirected","366","4.14.1"
"GA","GV","Undirected","367","4.14.1"
"FE","MM","Undirected","368","4.14.1"
"FE","GV","Undirected","369","4.14.1"
"GV","MM","Undirected","370","4.14.1"
"CR","EN","Undirected","371","4.14.2"
"EN","JA","Undirected","372","4.14.3"
"CR","GA","Undirected","373","4.14.3"
"EN","GA","Undirected","374","4.14.3"
"GA","JP","Undirected","375","4.14.3"
"CM","GA","Undirected","376","4.14.3"
"GA","JO","Undirected","377","4.14.3"
"BA","GA","Undirected","378","4.14.3"
"BO","GA","Undirected","379","4.14.3"
"CR","EN","Undirected","380","4.14.3"
"CR","JP","Undirected","381","4.14.3"
"CM","CR","Undirected","382","4.14.3"
"CR","JO","Undirected","383","4.14.3"
"BA","CR","Undirected","384","4.14.3"
"BO","CR","Undirected","385","4.14.3"
"EN","JP","Undirected","386","4.14.3"
"CM","EN","Undirected","387","4.14.3"
"EN","JO","Undirected","388","4.14.3"
"BA","EN","Undirected","389","4.14.3"
"BO","EN","Undirected","390","4.14.3"
"CM","JP","Undirected","391","4.14.3"
"JO","JP","Undirected","392","4.14.3"
"BA","JP","Undirected","393","4.14.3"
"BO","JP","Undirected","394","4.14.3"
"CM","JO","Undirected","395","4.14.3"
"BA","CM","Undirected","396","4.14.3"
"BO","CM","Undirected","397","4.14.3"
"BA","JO","Undirected","398","4.14.3"
"BO","JO","Undirected","399","4.14.3"
"BA","BO","Undirected","400","4.14.3"
"BA","GV","Undirected","401","4.14.3"
"GA","GV","Undirected","402","4.14.3"
"BA","GA","Undirected","403","4.14.3"
"CR","MA","Undirected","404","4.14.3"
"EP","MA","Undirected","405","4.14.4"
"CR","EN","Undirected","406","4.14.4"
"EN","JP","Undirected","407","4.14.4"
"CM","EN","Undirected","408","4.14.4"
"EN","GV","Undirected","409","4.14.4"
"CR","JP","Undirected","410","4.14.4"
"CM","CR","Undirected","411","4.14.4"
"CR","GV","Undirected","412","4.14.4"
"CM","JP","Undirected","413","4.14.4"
"GV","JP","Undirected","414","4.14.4"
"CM","GV","Undirected","415","4.14.4"
"CR","MA","Undirected","416","4.14.5"
"BO","MA","Undirected","417","4.14.5"
"GA","MA","Undirected","418","4.14.5"
"EN","MA","Undirected","419","4.14.5"
"BO","CR","Undirected","420","4.14.5"
"CR","GA","Undirected","421","4.14.5"
"CR","EN","Undirected","422","4.14.5"
"BO","GA","Undirected","423","4.14.5"
"BO","EN","Undirected","424","4.14.5"
"EN","GA","Undirected","425","4.14.5"
"JA","MA","Undirected","426","4.14.5"
"CM","EN","Undirected","427","4.14.5"
"EN","JP","Undirected","428","4.14.5"
"CM","JP","Undirected","429","4.14.5"
"CM","EN","Undirected","430","4.14.5"
"EN","JA","Undirected","431","4.14.5"
"EP","MA","Undirected","432","4.14.6"
"CO","EP","Undirected","433","4.14.7"
"CR","EP","Undirected","434","4.14.7"
"GA","MA","Undirected","435","4.14.7"
"CO","JA","Undirected","436","4.15.1"
"JA","TS","Undirected","437","4.15.1"
"CO","TS","Undirected","438","4.15.1"
"JV","TS","Undirected","439","4.15.1"
"JV","TS","Undirected","440","4.15.1"
"GA","JV","Undirected","441","4.15.2"
"DR","GA","Undirected","442","4.15.4"
"GA","SI","Undirected","443","4.15.4"
